job_id,platform,title,company,location,salary_min,salary_max,salary_currency,job_type,experience_level,remote_type,description,requirements,skills,apply_url,posted_date,scraped_date,company_rating
indeed_1765356973189,indeed,Python Automation Engineer,InfoBeans,Remote,,,USD,full-time,mid,on-site,,,,https://www.indeed.com/viewjob?jk=indeed_1765356973189,,2025-12-10 09:56:13,
indeed_1765356973305,indeed,Sr. PHP Developer,Liquid Web,Remote,,,USD,full-time,mid,on-site,,,,https://www.indeed.com/viewjob?jk=indeed_1765356973305,,2025-12-10 09:56:13,
indeed_1765356973389,indeed,Python Developer Advocate,SerpApi,"Remote in Austin, TX",,,USD,full-time,mid,on-site,,,,https://www.indeed.com/viewjob?jk=indeed_1765356973389,,2025-12-10 09:56:13,
indeed_1765356973452,indeed,,,Remote,,,USD,full-time,mid,on-site,,,,https://www.indeed.com/viewjob?jk=indeed_1765356973452,,2025-12-10 09:56:13,
indeed_1765356973531,indeed,Jira Developer,RxSense,Remote,,,USD,full-time,mid,on-site,,,,https://www.indeed.com/viewjob?jk=indeed_1765356973531,,2025-12-10 09:56:13,
indeed_1765356973622,indeed,Principal Database Developer,DHL eCommerce,Remote,,,USD,full-time,senior,on-site,,,,https://www.indeed.com/viewjob?jk=indeed_1765356973622,,2025-12-10 09:56:13,
indeed_1765356973693,indeed,"Data Engineer (Python, Java) Remote (50%) Columbia SC",NexonIT,"Remote in Columbia, SC",,,USD,full-time,mid,remote,,,,https://www.indeed.com/viewjob?jk=indeed_1765356973693,,2025-12-10 09:56:13,
indeed_1765356973762,indeed,Backend Engineer ll / L3 Support– Python & Generative AI,VISASQ/COLEMAN,"Remote in Raleigh, NC",,,USD,full-time,mid,on-site,,,,https://www.indeed.com/viewjob?jk=indeed_1765356973762,,2025-12-10 09:56:13,
indeed_1765356973831,indeed,Senior AI Developer,EBizCharge,Remote,,,USD,full-time,senior,on-site,,,,https://www.indeed.com/viewjob?jk=indeed_1765356973831,,2025-12-10 09:56:13,
indeed_1765356973897,indeed,Software Engineer - Remote,Spiro,Remote,,,USD,full-time,mid,remote,,,,https://www.indeed.com/viewjob?jk=indeed_1765356973897,,2025-12-10 09:56:13,
indeed_1765356973967,indeed,Senior AI Software Developer,Sbs Cybersecurity Llc,"Remote in Madison, SD 57042",,,USD,full-time,senior,on-site,,,,https://www.indeed.com/viewjob?jk=indeed_1765356973967,,2025-12-10 09:56:14,
indeed_1765356974036,indeed,Frontend Engineering Lead,"Aclima, Inc.","Remote in San Francisco, CA",,,USD,full-time,senior,on-site,,,,https://www.indeed.com/viewjob?jk=indeed_1765356974036,,2025-12-10 09:56:14,
indeed_1765356974100,indeed,Solution Engineer,Tarpon Health,Remote,,,USD,full-time,mid,on-site,,,,https://www.indeed.com/viewjob?jk=indeed_1765356974100,,2025-12-10 09:56:14,
indeed_1765356974164,indeed,Software Engineer - Consumer,Astrohaus,Remote,,,USD,full-time,mid,on-site,,,,https://www.indeed.com/viewjob?jk=indeed_1765356974164,,2025-12-10 09:56:14,
indeed_1765356974231,indeed,Machine Learning: Natural Language Processing Engineer,Primordial Labs,"Remote in New Haven, CT 06510",,,USD,full-time,mid,on-site,,,,https://www.indeed.com/viewjob?jk=indeed_1765356974231,,2025-12-10 09:56:14,
indeed_1765356974299,indeed,Engineering Manager - US,Turing,Remote,,,USD,full-time,mid,on-site,,,,https://www.indeed.com/viewjob?jk=indeed_1765356974299,,2025-12-10 09:56:14,
